pothole_count,pothole_area_ratio,crack_area_ratio,damage_area_ratio,damage_severity,pothole_detected,crack_detected,avg_confidence,risk_level
6,0.0715,0.0667,0.1382,0.589,1,1,90.6,High Risk
14,0.1314,0.3084,0.4398,0.797,1,1,87.8,Critical Risk
0,0.0,0.002,0.0024,0.021,0,0,97.1,Low Risk
0,0.0,0.0023,0.0024,0.08,0,0,99.5,Low Risk
6,0.0609,0.0611,0.122,0.613,1,1,91.7,High Risk
0,0.0,0.0021,0.0012,0.032,0,0,96.8,Low Risk
6,0.0798,0.094,0.1738,0.687,1,1,94.5,High Risk
0,0.0,0.0038,0.0013,0.06,0,0,96.4,Low Risk
9,0.0328,0.1118,0.1446,0.556,1,1,91.4,High Risk
0,0.0,0.0033,0.0013,0.021,0,0,98.2,Low Risk
6,0.0732,0.0548,0.128,0.493,1,1,95.7,High Risk
16,0.1521,0.3624,0.5145,0.767,1,1,86.6,Critical Risk
14,0.3239,0.1803,0.5042,0.97,1,1,92.3,Critical Risk
21,0.3009,0.2913,0.5922,0.837,1,1,88.3,Critical Risk
22,0.1894,0.2889,0.4783,0.948,1,1,91.1,Critical Risk
5,0.0579,0.0867,0.1446,0.551,1,1,94.1,High Risk
0,0.0,0.0005,0.0035,0.075,0,0,99.2,Low Risk
5,0.0747,0.0686,0.1433,0.464,1,1,94.6,High Risk
0,0.0,0.0003,0.003,0.029,0,0,96.9,Low Risk
4,0.0567,0.1111,0.1678,0.58,1,1,90.5,High Risk
4,0.0682,0.1144,0.18,0.578,1,1,95.4,High Risk
8,0.0505,0.0622,0.1127,0.615,1,1,93.4,High Risk
0,0.0,0.0346,0.0346,0.277,0,1,86.8,Medium Risk
9,0.0339,0.082,0.1159,0.715,1,1,92.4,High Risk
30,0.2916,0.1245,0.4161,0.953,1,1,85.5,Critical Risk
0,0.0,0.0021,0.0046,0.042,0,0,96.7,Low Risk
0,0.0,0.0289,0.0289,0.214,0,1,88.0,Medium Risk
19,0.1824,0.1444,0.3268,0.885,1,1,96.0,Critical Risk
0,0.0,0.0408,0.0408,0.286,0,1,87.8,Medium Risk
22,0.1257,0.2803,0.406,0.812,1,1,97.0,Critical Risk
10,0.2027,0.33,0.5327,0.878,1,1,92.0,Critical Risk
0,0.0,0.0034,0.0047,0.045,0,0,96.3,Low Risk
0,0.0,0.0012,0.0026,0.052,0,0,96.4,Low Risk
17,0.1462,0.3764,0.5226,0.9,1,1,88.2,Critical Risk
4,0.0528,0.0486,0.1014,0.535,1,1,96.4,High Risk
20,0.3316,0.3093,0.6409,0.82,1,1,89.8,Critical Risk
9,0.0532,0.1162,0.1694,0.644,1,1,88.6,High Risk
6,0.0361,0.093,0.1291,0.684,1,1,95.8,High Risk
7,0.0748,0.0886,0.1634,0.503,1,1,93.2,High Risk
9,0.0483,0.1093,0.1576,0.694,1,1,89.8,High Risk
4,0.0382,0.1031,0.1413,0.62,1,1,94.7,High Risk
0,0.0,0.0015,0.0039,0.041,0,0,99.5,Low Risk
29,0.2201,0.2604,0.4805,0.753,1,1,85.5,Critical Risk
7,0.0639,0.0509,0.1148,0.558,1,1,95.2,High Risk
8,0.0612,0.0736,0.1348,0.628,1,1,89.1,High Risk
0,0.0,0.0183,0.0183,0.42,0,1,88.4,Medium Risk
6,0.0543,0.104,0.1583,0.597,1,1,88.3,High Risk
0,0.0,0.0021,0.0012,0.011,0,0,99.3,Low Risk
0,0.0,0.0,0.0026,0.05,0,0,96.1,Low Risk
14,0.1301,0.3715,0.5016,0.942,1,1,86.0,Critical Risk
26,0.172,0.1785,0.3505,0.762,1,1,91.1,Critical Risk
0,0.0,0.0028,0.0008,0.069,0,0,97.9,Low Risk
0,0.0,0.0034,0.0012,0.054,0,0,95.6,Low Risk
0,0.0,0.0009,0.0004,0.035,0,0,95.8,Low Risk
29,0.1677,0.1542,0.3219,0.769,1,1,93.4,Critical Risk
0,0.0,0.0035,0.0024,0.107,0,0,98.8,Low Risk
0,0.0,0.0159,0.0159,0.169,0,1,88.9,Medium Risk
17,0.3343,0.3373,0.65,0.773,1,1,89.5,Critical Risk
1,0.0217,0.0273,0.049,0.335,1,1,86.8,Medium Risk
0,0.0,0.0365,0.0365,0.425,0,1,87.6,Medium Risk
0,0.0,0.0301,0.0301,0.187,0,1,89.6,Medium Risk
6,0.0613,0.0863,0.1476,0.652,1,1,93.7,High Risk
0,0.0,0.0087,0.0087,0.329,0,1,89.5,Medium Risk
4,0.0728,0.1053,0.1781,0.469,1,1,91.6,High Risk
3,0.0088,0.035,0.0438,0.328,1,1,86.6,Medium Risk
0,0.0,0.0022,0.0028,0.105,0,0,96.9,Low Risk
0,0.0,0.0039,0.0043,0.035,0,0,96.8,Low Risk
3,0.0081,0.0149,0.023,0.186,1,1,89.4,Medium Risk
5,0.0432,0.071,0.1142,0.645,1,1,95.4,High Risk
0,0.0,0.0037,0.0043,0.005,0,0,95.1,Low Risk
17,0.1271,0.3858,0.5129,0.969,1,1,96.8,Critical Risk
7,0.0662,0.0542,0.1204,0.56,1,1,92.1,High Risk
26,0.1053,0.3708,0.4761,0.946,1,1,87.1,Critical Risk
21,0.3458,0.343,0.65,0.937,1,1,93.8,Critical Risk
0,0.0,0.0037,0.0035,0.068,0,0,95.5,Low Risk
28,0.1629,0.1316,0.2945,0.906,1,1,92.8,Critical Risk
0,0.0,0.0004,0.001,0.005,0,0,96.6,Low Risk
0,0.0,0.0025,0.0018,0.056,0,0,98.6,Low Risk
0,0.0,0.0015,0.0032,0.076,0,0,97.6,Low Risk
2,0.0088,0.0221,0.0309,0.196,1,1,89.9,Medium Risk
1,0.0168,0.0268,0.0436,0.205,1,1,86.6,Medium Risk
0,0.0,0.0036,0.0031,0.014,0,0,99.5,Low Risk
10,0.1325,0.3174,0.4499,0.858,1,1,93.7,Critical Risk
0,0.0,0.0016,0.0028,0.019,0,0,95.9,Low Risk
15,0.1199,0.3593,0.4792,0.783,1,1,96.1,Critical Risk
0,0.0,0.0,0.0008,0.066,0,0,98.3,Low Risk
25,0.1304,0.3517,0.4821,0.892,1,1,89.4,Critical Risk
0,0.0,0.0273,0.0273,0.256,0,1,91.1,Medium Risk
8,0.0512,0.0983,0.1495,0.485,1,1,94.7,High Risk
5,0.0787,0.0613,0.14,0.592,1,1,91.8,High Risk
6,0.0742,0.0774,0.1516,0.586,1,1,88.1,High Risk
0,0.0,0.0401,0.0401,0.43,0,1,86.3,Medium Risk
8,0.0292,0.0599,0.0891,0.633,1,1,95.9,High Risk
3,0.0192,0.0316,0.0508,0.435,1,1,94.6,Medium Risk
9,0.0538,0.0595,0.1133,0.653,1,1,95.6,High Risk
1,0.015,0.0122,0.0272,0.401,1,1,92.9,Medium Risk
1,0.0113,0.0197,0.031,0.376,1,1,86.8,Medium Risk
23,0.1001,0.1585,0.2586,0.74,1,1,96.7,Critical Risk
22,0.0877,0.3205,0.4082,0.924,1,1,93.1,Critical Risk
18,0.1375,0.1384,0.2759,0.971,1,1,90.5,Critical Risk
0,0.0,0.0094,0.0094,0.428,0,1,93.8,Medium Risk
0,0.0,0.0017,0.0037,0.112,0,0,99.4,Low Risk
0,0.0,0.0005,0.0045,0.071,0,0,98.3,Low Risk
6,0.0557,0.0844,0.1401,0.61,1,1,95.8,High Risk
9,0.0688,0.0937,0.1625,0.644,1,1,91.4,High Risk
0,0.0,0.0441,0.0441,0.384,0,1,95.1,Medium Risk
8,0.0746,0.0807,0.1553,0.67,1,1,88.1,High Risk
2,0.0243,0.0397,0.064,0.193,1,1,93.0,Medium Risk
17,0.2381,0.3732,0.6113,0.953,1,1,94.8,Critical Risk
28,0.093,0.3713,0.4643,0.902,1,1,97.7,Critical Risk
0,0.0,0.0032,0.0039,0.011,0,0,97.4,Low Risk
7,0.0645,0.1063,0.1708,0.68,1,1,93.5,High Risk
1,0.0117,0.0105,0.0222,0.167,1,1,87.3,Medium Risk
0,0.0,0.0006,0.0008,0.007,0,0,99.2,Low Risk
30,0.264,0.1307,0.3947,0.901,1,1,94.1,Critical Risk
26,0.1203,0.1932,0.3135,0.849,1,1,92.8,Critical Risk
5,0.063,0.0966,0.1596,0.673,1,1,91.0,High Risk
0,0.0,0.0022,0.0036,0.079,0,0,96.3,Low Risk
0,0.0,0.0032,0.0,0.04,0,0,96.9,Low Risk
0,0.0,0.0021,0.0035,0.044,0,0,99.7,Low Risk
29,0.0996,0.3839,0.4835,0.759,1,1,90.7,Critical Risk
4,0.0554,0.0957,0.1511,0.478,1,1,90.3,High Risk
3,0.0161,0.0405,0.0566,0.281,1,1,87.5,Medium Risk
0,0.0,0.026,0.026,0.169,0,1,86.6,Medium Risk
0,0.0,0.0089,0.0089,0.34,0,1,91.8,Medium Risk
0,0.0,0.0038,0.0019,0.115,0,0,99.3,Low Risk
2,0.008,0.035,0.043,0.204,1,1,88.2,Medium Risk
18,0.2083,0.1238,0.3321,0.761,1,1,88.4,Critical Risk
4,0.063,0.0505,0.1135,0.461,1,1,96.4,High Risk
2,0.0234,0.0242,0.0476,0.412,1,1,94.3,Medium Risk
29,0.3429,0.3326,0.65,0.992,1,1,90.7,Critical Risk
0,0.0,0.0012,0.0018,0.086,0,0,96.4,Low Risk
0,0.0,0.0038,0.0045,0.072,0,0,99.4,Low Risk
3,0.0245,0.0205,0.045,0.211,1,1,93.5,Medium Risk
4,0.0563,0.1231,0.1794,0.493,1,1,88.2,High Risk
2,0.0213,0.0129,0.0342,0.401,1,1,94.8,Medium Risk
1,0.0228,0.0398,0.0626,0.288,1,1,89.7,Medium Risk
0,0.0,0.0004,0.0008,0.03,0,0,95.8,Low Risk
23,0.3269,0.2784,0.6053,0.787,1,1,86.8,Critical Risk
18,0.2453,0.2285,0.4738,0.965,1,1,89.0,Critical Risk
7,0.0385,0.098,0.1365,0.653,1,1,95.6,High Risk
25,0.205,0.1756,0.3806,0.783,1,1,88.1,Critical Risk
2,0.0113,0.0247,0.036,0.37,1,1,92.2,Medium Risk
16,0.2918,0.2779,0.5697,0.808,1,1,94.0,Critical Risk
7,0.0796,0.0822,0.1618,0.496,1,1,91.1,High Risk
14,0.1112,0.1412,0.2524,0.834,1,1,86.2,Critical Risk
0,0.0,0.0029,0.0011,0.004,0,0,96.3,Low Risk
4,0.0684,0.0674,0.1358,0.639,1,1,88.2,High Risk
22,0.3157,0.3325,0.6482,0.929,1,1,91.3,Critical Risk
6,0.0376,0.1216,0.1592,0.462,1,1,97.0,High Risk
7,0.0511,0.1029,0.154,0.462,1,1,93.3,High Risk
0,0.0,0.0025,0.0027,0.107,0,0,98.8,Low Risk
21,0.1575,0.2566,0.4141,0.761,1,1,91.0,Critical Risk
6,0.0545,0.1192,0.1737,0.487,1,1,94.9,High Risk
3,0.0079,0.0411,0.049,0.343,1,1,87.4,Medium Risk
6,0.0713,0.095,0.1663,0.557,1,1,88.5,High Risk
5,0.0833,0.0715,0.1548,0.585,1,1,89.8,High Risk
0,0.0,0.0023,0.0025,0.023,0,0,98.5,Low Risk
0,0.0,0.0412,0.0412,0.207,0,1,90.8,Medium Risk
5,0.0536,0.1,0.1536,0.648,1,1,94.2,High Risk
15,0.1516,0.3564,0.508,0.866,1,1,91.7,Critical Risk
9,0.065,0.0708,0.1358,0.693,1,1,96.0,High Risk
3,0.0247,0.0429,0.065,0.171,1,1,92.7,Medium Risk
0,0.0,0.0012,0.0016,0.088,0,0,98.1,Low Risk
2,0.0212,0.0247,0.0459,0.34,1,1,91.0,Medium Risk
0,0.0,0.043,0.043,0.431,0,1,87.7,Medium Risk
0,0.0,0.0001,0.0016,0.025,0,0,96.6,Low Risk
0,0.0,0.0173,0.0173,0.161,0,1,92.6,Medium Risk
24,0.2507,0.1235,0.3742,0.777,1,1,94.6,Critical Risk
0,0.0,0.0001,0.0028,0.091,0,0,99.2,Low Risk
2,0.007,0.0158,0.0228,0.389,1,1,89.1,Medium Risk
10,0.311,0.3799,0.65,0.999,1,1,95.3,Critical Risk
0,0.0,0.0438,0.0438,0.243,0,1,93.3,Medium Risk
3,0.0231,0.0328,0.0559,0.317,1,1,87.1,Medium Risk
2,0.0178,0.045,0.0628,0.173,1,1,95.3,Medium Risk
23,0.2596,0.1791,0.4387,0.964,1,1,96.5,Critical Risk
0,0.0,0.0092,0.0092,0.182,0,1,89.8,Medium Risk
4,0.0435,0.0836,0.1271,0.491,1,1,96.7,High Risk
0,0.0,0.0024,0.0019,0.116,0,0,99.0,Low Risk
7,0.0656,0.095,0.1606,0.542,1,1,95.3,High Risk
17,0.3246,0.2249,0.5495,0.883,1,1,85.7,Critical Risk
0,0.0,0.0034,0.0021,0.09,0,0,98.6,Low Risk
2,0.0181,0.0106,0.0287,0.339,1,1,88.6,Medium Risk
0,0.0,0.0015,0.0031,0.06,0,0,99.1,Low Risk
2,0.007,0.0348,0.0418,0.214,1,1,89.2,Medium Risk
0,0.0,0.0213,0.0213,0.266,0,1,91.8,Medium Risk
0,0.0,0.0001,0.0024,0.068,0,0,95.3,Low Risk
3,0.0205,0.0155,0.036,0.232,1,1,87.6,Medium Risk
0,0.0,0.0023,0.0045,0.005,0,0,96.3,Low Risk
4,0.0825,0.0874,0.1699,0.523,1,1,92.5,High Risk
0,0.0,0.0035,0.0031,0.04,0,0,95.3,Low Risk
9,0.0257,0.0777,0.1034,0.7,1,1,89.0,High Risk
0,0.0,0.0023,0.0002,0.056,0,0,97.6,Low Risk
0,0.0,0.0002,0.0027,0.053,0,0,99.3,Low Risk
2,0.0244,0.0407,0.065,0.42,1,1,95.5,Medium Risk
10,0.1911,0.3393,0.5304,0.809,1,1,97.9,Critical Risk
1,0.0179,0.0081,0.026,0.21,1,1,86.3,Medium Risk
0,0.0,0.0036,0.0005,0.038,0,0,99.6,Low Risk
